,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season,foul_committed_penalty,foul_won_penalty,miscontrol_aerial_won,pass_deflected,50_50,dribble_nutmeg,foul_committed_offensive,injury_stoppage_in_chain,pass_miscommunication,block_offensive,block_save_block,shot_redirect,bad_behaviour_card,goalkeeper_shot_saved_to_post,shot_saved_to_post,shot_open_goal,goalkeeper_shot_saved_off_target,shot_saved_off_target,clearance_other,goalkeeper_punched_out,goalkeeper_success_in_play,dribble_no_touch,half_end_early_video_end,goalkeeper_lost_in_play,goalkeeper_success_out,half_start_late_video_start,shot_follows_dribble,goalkeeper_lost_out,player_off_permanent,goalkeeper_saved_to_post
20,,,,,,,,,,,,,,,,0.0,,,,True,,,,,,,,b7667f73-0c02-4354-aca1-842229d49749,2723,,"[85.0, 34.2]",68353,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,207,Barcelona,217,"['6cd51316-7d54-41fa-b44e-9c0e67bdaa70', '9f553456-7a8a-4479-b274-3bc104dfbb42']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:01.624,Foul Won,True,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,9ecf69fb-b659-4e9f-82df-7ae7dfb00850,2568,,"[55.6, 67.4]",68353,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,194,Barcelona,217,['bd9d42ba-c681-4696-a9e3-3c279ce49077'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:48.519,Dribble,True,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,5c548434-5170-4076-baed-9f287052f899,2719,,"[87.1, 46.4]",68353,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,207,Barcelona,217,['aa345beb-c3fd-414f-8658-055012756622'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:00.179,Dribble,True,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,42ea1212-968b-4cde-83ed-3ffc3440697d,2744,,"[87.7, 27.5]",68353,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,208,Barcelona,217,['5842ff5b-607e-402c-8710-2b94019e4c7d'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:32.843,Dribble,True,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,c9072313-043b-4349-9f5a-d2b204cff93a,2766,,"[97.4, 51.0]",68353,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,210,Barcelona,217,['e3d4e1c5-729e-4136-b35b-43c32521810c'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:47:09.909,Dribble,True,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,1.66208,,,,,,,,,,,,0dcfc73d-ed6f-42dc-8b07-b69ff99c7806,2526,,"[106.6, 26.8]",68313,73,,,,2.6025486,,Left Foot,,,"[95.9, 33.2]",,Ground Pass,,12.467959,,,,Anderson Luís de Souza,19757.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,176,Barcelona,217,['ae8a4965-d933-4d2e-848c-8b91815edfa6'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:59.966,Pass,,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,2.559714,,,,,,,,,,,,d18e8eb8-9e82-411f-9aea-f13f8589d406,2721,,"[64.3, 24.9]",68313,81,,,True,-0.30587888,,,,,"[83.3, 18.9]",,High Pass,,19.924858,,Incomplete,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,192,Barcelona,217,"['11cffbdd-0a95-4adc-8d8e-584a95e0a5fa', '743972c2-578f-42b1-894b-937f35e2ff35']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:37.131,Pass,True,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,0.837074,,,,,,,,,,,,1955a71f-e944-46e4-aed0-964a24d55850,2815,,"[86.9, 16.2]",68313,84,,,,2.1759498,,Left Foot,,,"[77.7, 29.5]",,Ground Pass,,16.171888,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,197,Barcelona,217,['1b93d7e4-d236-48ab-bdeb-fb124881d2b0'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:10.481,Pass,,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,1.759672,,,,,,,,,,,,232660f8-c016-4570-a32d-a9ac235d131b,2937,,"[72.6, 46.3]",68313,87,,,,-0.9445349,,Right Foot,,,"[82.8, 32.2]",,Ground Pass,,17.402586,,,,Anderson Luís de Souza,19757.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,207,Barcelona,217,['130b40a6-4c79-4b9a-9694-5a21132ea944'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:58.426,Pass,,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,1.211242,,,,,,,,,,,,498634ae-561b-4bea-9ceb-2b084f5f2924,2971,,"[76.3, 62.9]",68313,89,,,,-0.5019769,,Left Foot,,,"[89.6, 55.6]",,Ground Pass,,15.171684,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,211,Barcelona,217,['6e5c510a-358d-4aa0-922a-3f01cf5928ef'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:48.332,Pass,,2004/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
