,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season,foul_committed_penalty,foul_won_penalty,miscontrol_aerial_won,pass_deflected,50_50,dribble_nutmeg,foul_committed_offensive,injury_stoppage_in_chain,pass_miscommunication,block_offensive,block_save_block,shot_redirect,bad_behaviour_card,goalkeeper_shot_saved_to_post,shot_saved_to_post,shot_open_goal,goalkeeper_shot_saved_off_target,shot_saved_off_target,clearance_other,goalkeeper_punched_out,goalkeeper_success_in_play,dribble_no_touch,half_end_early_video_end,goalkeeper_lost_in_play,goalkeeper_success_out,half_start_late_video_start,shot_follows_dribble,goalkeeper_lost_out,player_off_permanent,goalkeeper_saved_to_post
1084,,,,,,,,,,,,,,,,1.289977,,,,,,,,,,,,e84f969e-0b1a-4e3f-9a50-0c75514b2b94,720,,"[107.6, 29.6]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,40,Barcelona,217,['2d6366ee-4c56-4cd2-af4d-aa4f92762bde'],11,,Left Foot,,"[120.0, 33.6, 4.0]",,"[{'location': [117.2, 36.2], 'player': {'id': 25936, 'name': 'Mario Sebastián Viera Galain'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 52.9], 'player': {'id': 25938, 'name': 'Juan Pablo Sorín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 59.2], 'player': {'id': 25873, 'name': 'Oleguer Presas Renom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.4, 41.7], 'player': {'id': 25935, 'name': 'Rodolfo Martín Arruabarrena'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 42.6], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 40.0], 'player': {'id': 25939, 'name': 'José Joaquín Moreno Verdú'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 31.4], 'player': {'id': 25933, 'name': 'Juan Manuel Peña Montaño'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 30.6], 'player': {'id': 25937, 'name': 'Javier Rodríguez Venta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",b0a1783e-5462-4c36-90c8-3cf96e745c20,,Off T,0.06338402,Lob,Open Play,,,,,,Barcelona,217,00:18:11.016,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,0.771527,,,,,,,,,,,,55b7071b-0cb5-40fe-8259-b0c80d8d7416,2470,,"[97.7, 34.0]",68320,65,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,152,Barcelona,217,['4504866a-415b-4da6-bade-d297f9490901'],0,,Left Foot,,"[114.3, 41.9, 0.3]",True,"[{'location': [116.2, 40.3], 'player': {'id': 25936, 'name': 'Mario Sebastián Viera Galain'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 24.7], 'player': {'id': 20135, 'name': 'Marcos Antonio Senna da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.5, 30.0], 'player': {'id': 25937, 'name': 'Javier Rodríguez Venta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 29.6], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.4, 32.7], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 36.5], 'player': {'id': 25933, 'name': 'Juan Manuel Peña Montaño'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 32.5], 'player': {'id': 25939, 'name': 'José Joaquín Moreno Verdú'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.9, 34.7], 'player': {'id': 25934, 'name': 'Juan Román Riquelme'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.2, 42.5], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.3, 10.0], 'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Saved,0.06803406,Normal,Open Play,,,,,,Barcelona,217,00:20:00.408,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,0.2065,,,,,,,,,,,,a8c28805-6052-4296-b606-53c660f4f5c0,881,,"[87.4, 41.0]",68321,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,50,Barcelona,217,"['077ddd7e-8278-4615-93c4-cb62c93347d9', '4fe81ccf-6449-40f8-aa12-492213ed2d23']",6,,Left Foot,,"[88.5, 40.9]",,"[{'location': [118.8, 40.0], 'player': {'id': 25946, 'name': 'Andrés Palop Cervera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.3, 40.2], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.1, 42.0], 'player': {'id': 25958, 'name': 'Jordi López Felpeto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 56.2], 'player': {'id': 25956, 'name': 'David Castedo Escudero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.0, 57.8], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.5, 44.9], 'player': {'id': 25952, 'name': 'Ivica Dragutinovic'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.4, 36.6], 'player': {'id': 25950, 'name': 'Aitor Ocio Carrión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 22.8], 'player': {'id': 25948, 'name': 'Jose Luis Martí Soler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.9, 56.9], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.2, 34.6], 'player': {'id': 25925, 'name': 'Gabriel Francisco García de la Torre'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.5, 17.1], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e122178e-ca06-498c-8c0a-58f6c852d7c2,,Blocked,0.019413058,Normal,Open Play,,,,,,Barcelona,217,00:19:06.710,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,,,,,,,,,,,,,,,,3.995801,,,,,,,,,,,,810b79c0-903f-42aa-a7e6-3a119e39b2ba,1966,,"[108.7, 19.2]",68321,44,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,106,Barcelona,217,['63bfbe5d-f833-4d64-a50f-5a6ed82662a8'],4,,Left Foot,,"[120.0, 64.1, 0.2]",,"[{'location': [103.0, 38.7], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 43.3], 'player': {'id': 25925, 'name': 'Gabriel Francisco García de la Torre'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.2, 36.8], 'player': {'id': 25946, 'name': 'Andrés Palop Cervera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 48.3], 'player': {'id': 25956, 'name': 'David Castedo Escudero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 38.3], 'player': {'id': 25952, 'name': 'Ivica Dragutinovic'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 29.9], 'player': {'id': 25950, 'name': 'Aitor Ocio Carrión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 19.5], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.7, 20.3], 'player': {'id': 25948, 'name': 'Jose Luis Martí Soler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 30.9], 'player': {'id': 25958, 'name': 'Jordi López Felpeto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 42.4], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.9, 30.8], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",4ee2780c-f662-4d97-b3f0-959906f68b51,,Off T,0.0063753948,Normal,Open Play,,,,,,Barcelona,217,00:44:04.270,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,,,,,,,,,,,,,,,,1.327767,,,,,,,,,,,,b7a44121-453d-46de-9f03-6c07fafc6d1c,2398,,"[110.0, 36.0]",68322,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,158,Barcelona,217,['d3dcbab0-f42e-4d34-9642-b1e7eaea1314'],22,,Right Foot,,"[114.9, 61.3]",True,"[{'location': [112.2, 36.7], 'player': {'id': 25961, 'name': 'Ramón de Quintana Dalmau'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 35.4], 'player': {'id': 25963, 'name': 'José Julián De La Cuesta Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 37.7], 'player': {'id': 25953, 'name': 'Armando Riveiro de Aguilar Malda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 40.2], 'player': {'id': 25951, 'name': 'Mário Fernando Magalhães da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 42.2], 'player': {'id': 25878, 'name': 'Ludovic Giuly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.2, 18.1], 'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.1, 18.0], 'player': {'id': 25959, 'name': 'Alejandro Varela López'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",17869c0b-9b60-421b-aee6-4e7cc7452aa3,,Wayward,0.13060383,Half Volley,Open Play,,,,,,Barcelona,217,00:18:22.557,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,,,,,,,,,,,,,,,,0.876249,,,,,,,,,,,,b43923df-dbb0-48fd-bb2f-c8c4096a0acc,2631,,"[112.5, 35.9]",68322,70,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,177,Barcelona,217,['14f80f43-8f06-4fb8-a498-48df2e1f1b20'],57,,Right Foot,,"[120.0, 28.4, 0.3]",,"[{'location': [118.8, 27.4], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.9, 28.6], 'player': {'id': 25961, 'name': 'Ramón de Quintana Dalmau'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 36.4], 'player': {'id': 25963, 'name': 'José Julián De La Cuesta Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 40.0], 'player': {'id': 25951, 'name': 'Mário Fernando Magalhães da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 48.5], 'player': {'id': 25955, 'name': 'Jonathan Sesma González'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.8, 36.5], 'player': {'id': 25953, 'name': 'Armando Riveiro de Aguilar Malda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 44.4], 'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.1, 42.9], 'player': {'id': 15743, 'name': 'Henrik Larsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",6871250f-01ba-4cb0-9a20-11a32fe38767,,Off T,0.07383403,Normal,Open Play,,,,,,Barcelona,217,00:25:57.197,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,,,,,,,,,,,,,,,,0.865509,,,,,,,,,,,,7d7b5d11-9515-45e1-8a7c-72c2028af271,1037,,"[99.1, 49.6]",68323,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,81,Barcelona,217,"['e444cf1c-45cb-471d-ac1e-deac77be5263', 'fb41338f-df70-44b0-9be3-12535c2ae315']",50,,Right Foot,,"[118.1, 42.2, 0.8]",,"[{'location': [99.3, 51.4], 'player': {'id': 25986, 'name': 'Borja Oubiña Meléndez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 47.9], 'player': {'id': 25973, 'name': 'Matías Emanuel Lequi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 34.7], 'player': {'id': 25984, 'name': 'Ángel Domingo López Ruano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 47.4], 'player': {'id': 25969, 'name': 'Sergio Fernández González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 59.5], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.7, 30.2], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.2, 40.7], 'player': {'id': 25971, 'name': 'Esteban Andrés Suárez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 53.9], 'player': {'id': 25976, 'name': 'Diego Rodolfo Placente'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.2, 54.2], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.5, 45.5], 'player': {'id': 25982, 'name': 'Antonio Núñez Tena'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.3, 44.9], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.3, 47.1], 'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.7, 52.8], 'player': {'id': 25978, 'name': 'Iriney Santos Da Silva'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",d1f44703-6683-4766-b4e3-44ea3cae20fa,,Saved,0.05619402,Normal,Open Play,,,,,,Barcelona,217,00:26:50.718,Shot,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,,,,,,,,,,,,,,,,0.1047,,,,,,,,,,,,412e7253-cba8-45ab-97a6-e0460f8633ac,892,,"[107.9, 46.5]",68348,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,60,Barcelona,217,"['1a50ac60-fe80-48b8-9a6f-750df5983531', 'e734370d-2a4a-46ee-94c0-381b1f156006']",38,,Right Foot,,"[109.6, 45.9]",,"[{'location': [107.4, 42.4], 'player': {'id': 26108, 'name': 'Eduardo Nascimento Costa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 30.1], 'player': {'id': 26104, 'name': 'Fredson Câmara Pereira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 26.4], 'player': {'id': 26106, 'name': 'Armando Miguel Correia de Sa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 33.5], 'player': {'id': 3052, 'name': 'Pablo Javier Zabaleta Girod'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.7, 42.3], 'player': {'id': 26107, 'name': 'Alberto Lopo García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 45.1], 'player': {'id': 24797, 'name': 'Didier Domi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 20.9], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.4, 38.4], 'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.5, 49.1], 'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.9, 52.2], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 41.8], 'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 45.9], 'player': {'id': 26110, 'name': 'Daniel Jarque Gonzalez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Blocked,0.08143755,Normal,Open Play,,,,,,Barcelona,217,00:25:38.335,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,,,,,,,,,,,,,,,,1.0514,,,,,,,,,,,,a775e8c0-0f7f-4b89-be32-14cebac085c7,1115,,"[107.4, 42.2]",68348,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,75,Barcelona,217,['1d1f9892-2aaf-4137-b684-b844ebd98e40'],13,,Right Foot,,"[120.0, 37.1, 3.4]",,"[{'location': [112.7, 41.5], 'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 31.4], 'player': {'id': 26106, 'name': 'Armando Miguel Correia de Sa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 36.6], 'player': {'id': 26107, 'name': 'Alberto Lopo García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 41.1], 'player': {'id': 26109, 'name': 'Raúl Tamudo Montero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.6, 43.3], 'player': {'id': 26105, 'name': 'Iván De la Peña López'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.5, 32.3], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.7, 33.9], 'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 24.6], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",5363e4d9-f7fc-4d79-9c61-2792059c974a,True,Off T,0.3680332,Lob,Open Play,,,,,,Barcelona,217,00:33:13.589,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,,,,,,,,,,,,,,,,0.2232,,,,,,,,,,,,57a635a1-fafa-4f9e-84e7-c89c045284f2,89,,"[99.8, 49.3]",68342,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,"['a0eb1841-310b-407e-91a3-f9f75072bdd5', 'a6ee2cbb-fa36-4263-b95f-60f6a7467d55']",49,,Left Foot,,"[100.8, 48.6]",,"[{'location': [118.7, 40.2], 'player': {'id': 26084, 'name': 'Iñaki Lafuente Sancha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 55.9], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.5, 41.6], 'player': {'id': 25873, 'name': 'Oleguer Presas Renom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.1, 34.1], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.8, 48.7], 'player': {'id': 26035, 'name': 'Francisco Javier Yeste Navarro'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [109.6, 43.4], 'player': {'id': 26028, 'name': 'Fernando Amorebieta Mardaras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.95213, 46.50995], 'player': {'id': 26085, 'name': 'Luis Prieto Zalbidegoitia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 37.4], 'player': {'id': 26088, 'name': 'Jesús María Lacruz Gómez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 35.2], 'player': {'id': 26030, 'name': 'Ander Murillo García'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.8, 47.0], 'player': {'id': 26032, 'name': 'Unai Expósito Medina'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.3, 42.3], 'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.4, 29.1], 'player': {'id': 15606, 'name': 'Joseba Andoni Etxeberria Lizardi'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [104.3, 42.1], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",902f1f69-a4b6-49c2-a27b-41248fa60db9,,Blocked,0.017750617,Normal,Open Play,,,,,,Barcelona,217,00:02:49.738,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,,,,,,,,,,,,,,,,0.661208,,,,,,,,,,,,785e335c-eff1-40a1-9d77-71782368dec5,1590,,"[109.5, 53.1]",68342,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,102,Barcelona,217,['4b345c4e-03be-456c-9a49-bcb54263e2f0'],34,,Left Foot,,"[118.7, 43.8, 0.5]",,"[{'location': [119.1, 43.3], 'player': {'id': 26084, 'name': 'Iñaki Lafuente Sancha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 35.4], 'player': {'id': 26030, 'name': 'Ander Murillo García'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.3, 50.7], 'player': {'id': 26028, 'name': 'Fernando Amorebieta Mardaras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.3, 48.3], 'player': {'id': 26085, 'name': 'Luis Prieto Zalbidegoitia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 43.3], 'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 49.2], 'player': {'id': 26086, 'name': 'Pablo Orbaiz Lesaka'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.6, 49.0], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 53.4], 'player': {'id': 26032, 'name': 'Unai Expósito Medina'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.3, 56.3], 'player': {'id': 26088, 'name': 'Jesús María Lacruz Gómez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",dd215e4d-dfff-4ad0-a7d8-4d8731d99513,,Saved,0.047371287,Normal,Open Play,,,,,,Barcelona,217,00:02:34.511,Shot,,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
